MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,19,6,9,,25,63
34,18,8,8,,30,62
34,16,10,8,,20,58
34,17,6,11,,14,57
34,18,2,14,,6,56
34,15,10,9,,17,55
34,15,8,11,,5,53
34,15,5,14,,-5,50
34,12,11,11,,15,47
34,12,10,12,,7,46
34,12,8,14,,-12,44
34,12,7,15,,-13,43
34,10,11,13,,0,41
34,12,3,19,,-14,39
34,9,11,14,,-7,38
34,8,11,15,,-24,35
34,10,5,19,,-27,35
34,7,6,21,,-37,27
