MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,24,5,5,,60,77
34,22,3,9,,33,69
34,19,7,8,,33,64
34,17,7,10,,35,58
34,16,9,9,,6,57
34,15,10,9,,12,55
34,14,10,10,,3,52
34,13,7,14,,5,46
34,13,7,14,,-2,46
34,12,9,13,,-7,45
34,10,12,12,,-4,42
34,12,6,16,,-11,42
34,12,6,16,,-14,42
34,10,8,16,,-17,38
34,7,12,15,,-18,33
34,9,6,19,,-34,33
34,5,13,16,,-26,28
34,3,9,22,,-54,18
