MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,23,6,5,,45,75
34,20,8,6,,20,68
34,19,8,7,,41,65
34,19,3,12,,4,60
34,18,4,12,,13,58
34,13,8,13,,2,47
34,13,7,14,,-3,46
34,12,9,13,,-6,45
34,13,5,16,,-9,44
34,13,5,16,,-15,44
34,11,10,13,,0,43
34,12,6,16,,1,42
34,10,11,13,,-14,41
34,11,7,16,,-6,40
34,9,11,14,,-5,38
34,10,6,18,,-17,36
34,9,7,18,,-18,34
34,8,5,21,,-33,29
