MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,27,3,4,,64,84
34,18,9,7,,16,63
34,15,10,9,,18,55
34,15,10,9,,17,55
34,15,10,9,,14,55
34,15,8,11,,4,53
34,15,6,13,,0,51
34,14,7,13,,0,49
34,13,8,13,,-5,47
34,10,13,11,,-3,43
34,10,12,12,,-3,42
34,10,11,13,,-3,41
34,10,9,15,,-10,39
34,9,9,16,,-14,36
34,8,12,14,,-24,36
34,6,15,13,,-12,33
34,8,7,19,,-24,31
34,5,7,22,,-35,22
