MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,20,9,5,,42,49
34,21,6,7,,41,48
34,16,9,9,,14,41
34,15,11,8,,13,41
34,16,7,11,,13,39
34,15,8,11,,11,38
34,16,5,13,,4,37
34,11,11,12,,-4,33
34,12,7,15,,1,31
34,11,9,14,,-6,31
34,9,13,12,,-8,31
34,13,5,16,,-9,31
34,10,11,13,,-14,31
34,9,12,13,,-12,30
34,11,7,16,,-14,29
34,8,9,17,,-23,25
34,8,9,17,,-33,25
34,6,10,18,,-16,22
