MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,29,4,1,,80,91
34,19,9,6,,39,66
34,19,8,7,,26,65
34,16,7,11,,8,55
34,14,9,11,,5,51
34,14,9,11,,3,51
34,14,6,14,,-11,48
34,12,11,11,,-4,47
34,13,6,15,,-2,45
34,11,11,12,,-8,44
34,10,13,11,,-5,43
34,12,7,15,,-18,43
34,10,12,12,,-2,42
34,8,10,16,,-16,34
34,8,9,17,,-18,33
34,8,7,19,,-25,31
34,7,9,18,,-18,30
34,4,9,21,,-34,21
