MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,24,6,4,,55,78
34,19,8,7,,28,65
34,20,4,10,,29,64
34,17,10,7,,24,61
34,16,12,6,,16,60
34,14,10,10,,14,52
34,12,14,8,,7,50
34,13,10,11,,8,49
34,12,9,13,,1,45
34,12,9,13,,0,45
34,11,10,13,,-2,43
34,10,9,15,,-17,39
34,10,6,18,,-18,36
34,8,11,15,,-11,35
34,9,8,17,,-26,35
34,8,9,17,,-26,33
34,7,10,17,,-21,31
34,3,7,24,,-61,16
