MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,25,4,5,,62,79
34,20,9,5,,34,69
34,19,9,6,,27,66
34,17,10,7,,25,61
34,15,4,15,,0,49
34,13,9,12,,2,48
34,13,7,14,,5,46
34,12,8,14,,-6,44
34,11,10,13,,-6,43
34,11,10,13,,-15,43
34,9,13,12,,-2,40
34,9,13,12,,-6,40
34,9,10,15,,-16,37
34,9,9,16,,-18,36
34,9,8,17,,-16,35
34,9,8,17,,-25,35
34,7,13,14,,-11,34
34,7,10,17,,-34,31
