MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,24,7,3,,63,55
34,24,4,6,,41,52
34,18,7,9,,42,43
34,15,13,6,,20,43
34,16,7,11,,10,39
34,14,9,11,,-9,37
34,14,7,13,,6,35
34,13,9,12,,-4,35
34,14,6,14,,-10,34
34,13,7,14,,0,33
34,11,9,14,,5,31
34,8,15,11,,-5,31
34,10,10,14,,-13,30
34,10,7,17,,-15,27
34,7,11,16,,-33,25
34,10,3,21,,-15,23
34,6,8,20,,-49,20
0,0,0,0,,0,0
