MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,25,6,3,,55,81
34,23,4,7,,55,73
34,20,4,10,,30,64
34,17,9,8,,25,60
34,15,9,10,,8,54
34,15,8,11,,17,53
34,12,12,10,,-4,48
34,13,5,16,,-13,44
34,11,9,14,,-9,42
34,12,6,16,,-11,42
34,10,11,13,,-6,41
34,10,10,14,,-16,40
34,9,12,13,,-4,39
34,8,14,12,,-13,38
34,8,12,14,,-22,36
34,7,10,17,,-26,31
34,8,6,20,,-36,30
34,4,11,19,,-30,23
