MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,21,7,6,,46,49
34,20,8,6,,39,48
34,16,11,7,,15,43
34,16,8,10,,23,40
34,16,7,11,,1,39
34,13,12,9,,8,38
34,13,11,10,,11,37
34,10,13,11,,1,33
34,10,13,11,,-5,33
34,12,8,14,,-3,32
34,10,11,13,,-12,31
34,10,11,13,,-16,31
34,12,6,16,,-13,30
34,9,11,14,,-10,29
34,9,10,15,,-6,28
34,9,8,17,,-13,26
34,8,8,18,,-31,24
34,7,7,20,,-35,21
