MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
38,21,10,7,,30,52
38,20,12,6,,19,52
38,18,14,6,,35,50
38,13,18,7,,17,44
38,17,10,11,,16,44
38,15,13,10,,14,43
38,18,7,13,,3,43
38,16,9,13,,-2,41
38,11,16,11,,-1,38
38,13,10,15,,-2,36
38,11,12,15,,0,34
38,9,16,13,,-11,34
38,10,14,14,,-12,34
38,12,10,16,,-16,34
38,10,13,15,,-17,33
38,9,14,15,,-10,32
38,10,11,17,,-11,31
38,10,11,17,,-12,31
38,7,16,15,,-12,30
38,6,12,20,,-28,24
