MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,20,10,4,,40,50
34,19,9,6,,34,47
34,20,7,7,,33,47
34,21,3,10,,36,45
34,19,6,9,,33,44
34,14,11,9,,11,39
34,16,6,12,,18,38
34,14,8,12,,22,36
34,13,8,13,,12,34
34,11,12,11,,0,34
34,13,6,15,,-6,32
34,11,8,15,,2,30
34,9,11,14,,-11,29
34,10,7,17,,-22,27
34,8,10,16,,-23,26
34,9,6,19,,-36,24
34,9,4,21,,-50,22
34,2,4,28,,-93,8
