MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,22,9,3,,48,53
34,21,7,6,,30,49
34,19,8,7,,26,46
34,17,10,7,,23,44
34,13,12,9,,4,38
34,15,7,12,,4,37
34,13,9,12,,10,35
34,12,10,12,,-1,34
34,9,15,10,,8,33
34,9,14,11,,-7,32
34,10,10,14,,-1,30
34,10,9,15,,-13,29
34,10,8,16,,-7,28
34,11,6,17,,-10,28
34,10,6,18,,-19,26
34,9,7,18,,-18,25
34,8,7,19,,-45,23
34,8,6,20,,-32,22
