MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
30,17,11,2,,38,45
30,13,13,4,,24,39
30,16,7,7,,24,39
30,14,5,11,,16,33
30,13,7,10,,8,33
30,11,10,9,,9,32
30,11,9,10,,16,31
30,12,5,13,,-2,29
30,11,7,12,,-11,29
30,10,8,12,,-9,28
30,11,6,13,,-13,28
30,10,6,14,,-21,26
30,8,8,14,,-13,24
30,9,6,15,,-20,24
30,7,9,14,,-18,23
30,6,5,19,,-28,17
