MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,23,5,6,,42,51
34,21,5,8,,51,47
34,20,5,9,,26,45
34,20,3,11,,45,43
34,14,8,12,,-7,36
34,12,11,11,,3,35
34,14,7,13,,-3,35
34,12,10,12,,0,34
34,11,12,11,,-11,34
34,10,12,12,,-11,32
34,10,11,13,,-9,31
34,8,15,11,,-13,31
34,11,8,15,,-12,30
34,11,7,16,,-12,29
34,9,11,14,,-13,29
34,9,10,15,,-9,28
34,9,7,18,,-15,25
34,5,7,22,,-52,17
