MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,19,10,5,,46,48
34,21,6,7,,39,48
34,21,6,7,,33,48
34,20,7,7,,43,47
34,19,7,8,,33,45
34,16,6,12,,13,38
34,13,8,13,,0,34
34,12,9,13,,-9,33
34,13,6,15,,-15,32
34,12,7,15,,-13,31
34,10,11,13,,-13,31
34,12,6,16,,-1,30
34,11,8,15,,-11,30
34,11,7,16,,-12,29
34,10,8,16,,-12,28
34,7,13,14,,-16,27
34,7,5,22,,-58,19
34,6,2,26,,-47,14
