MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
30,15,11,4,,25,41
30,14,10,6,,21,38
30,15,6,9,,19,36
30,14,7,9,,20,35
30,13,7,10,,6,33
30,11,10,9,,6,32
30,12,8,10,,-2,32
30,11,7,12,,-8,29
30,10,8,12,,-5,28
30,9,9,12,,-4,27
30,11,5,14,,-10,27
30,9,8,13,,-4,26
30,11,3,16,,-12,25
30,7,11,12,,-22,25
30,9,6,15,,-15,24
30,7,8,15,,-15,22
