MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,16,13,5,,29,45
34,17,7,10,,27,41
34,15,10,9,,22,40
34,14,11,9,,17,39
34,14,11,9,,4,39
34,13,11,10,,21,37
34,15,7,12,,6,37
34,13,11,10,,-6,37
34,13,10,11,,21,36
34,13,7,14,,-7,33
34,11,10,13,,-2,32
34,10,10,14,,-10,30
34,11,8,15,,-11,30
34,12,6,16,,-13,30
34,12,6,16,,-13,30
34,9,9,16,,-12,27
34,9,9,16,,-32,27
34,6,10,18,,-41,22
