MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,19,11,4,,38,68
34,19,5,10,,20,62
34,14,14,6,,9,56
34,15,8,11,,1,53
34,12,14,8,,5,50
34,13,10,11,,4,49
34,12,12,10,,6,48
34,11,12,11,,6,45
34,10,14,10,,-3,44
34,10,13,11,,-3,43
34,11,9,14,,-11,42
34,9,13,12,,-2,40
34,8,16,10,,-7,40
34,8,14,12,,-1,38
34,9,11,14,,-8,38
34,6,18,10,,-6,36
34,7,11,16,,-25,32
34,5,11,18,,-23,26
