MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,21,7,6,,51,49
34,20,9,5,,42,49
34,19,7,8,,3,45
34,15,12,7,,14,42
34,17,7,10,,24,41
34,15,10,9,,12,40
34,17,5,12,,17,39
34,11,11,12,,-3,33
34,14,4,16,,-2,32
34,11,8,15,,-5,30
34,10,10,14,,-5,30
34,12,5,17,,-3,29
34,9,11,14,,-13,29
34,11,7,16,,-24,29
34,7,14,13,,-14,28
34,10,8,16,,-16,28
34,6,9,19,,-29,21
34,5,8,21,,-49,18
