MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,21,8,5,,41,50
34,18,10,6,,36,46
34,18,4,12,,3,40
34,15,9,10,,24,39
34,14,9,11,,9,37
34,13,11,10,,-3,37
34,14,8,12,,5,36
34,13,8,13,,1,34
34,12,10,12,,-2,34
34,14,5,15,,20,33
34,11,11,12,,-4,33
34,10,12,12,,-5,32
34,9,13,12,,-2,31
34,13,4,17,,-14,30
34,10,9,15,,-13,29
34,8,13,13,,-15,29
34,5,12,17,,-41,22
34,9,2,23,,-40,20
