MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,25,7,2,,67,82
34,20,7,7,,27,67
34,18,10,6,,32,64
34,16,14,4,,27,62
34,12,13,9,,9,49
34,15,4,15,,-4,49
34,14,6,14,,-18,48
34,13,6,15,,-3,45
34,12,9,13,,-4,45
34,11,10,13,,5,43
34,11,9,14,,-7,42
34,11,8,15,,-2,41
34,9,11,14,,-16,38
34,10,8,16,,-28,38
34,10,7,17,,-11,37
34,10,7,17,,-18,37
34,8,8,18,,-21,32
34,7,4,23,,-35,25
