MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,22,8,4,,39,52
34,22,4,8,,38,48
34,18,12,4,,29,48
34,16,8,10,,20,40
34,13,11,10,,4,37
34,13,11,10,,-5,37
34,14,5,15,,2,33
34,10,12,12,,-7,32
34,10,11,13,,1,31
34,12,7,15,,-1,31
34,11,9,14,,-2,31
34,10,10,14,,-4,30
34,9,11,14,,-3,29
34,11,7,16,,-9,29
34,9,11,14,,-18,29
34,7,14,13,,-15,28
34,7,10,17,,-33,24
34,8,7,19,,-36,23
