MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,29,3,2,,71,90
34,22,5,7,,42,71
34,19,7,8,,20,64
34,19,4,11,,19,61
34,18,6,10,,13,60
34,16,7,11,,16,55
34,16,5,13,,-2,53
34,15,7,12,,0,52
34,11,11,12,,2,44
34,12,6,16,,-13,42
34,11,8,15,,-8,41
34,10,9,15,,-24,39
34,9,9,16,,-17,36
34,9,9,16,,-18,36
34,8,8,18,,-13,32
34,7,6,21,,-24,27
34,5,11,18,,-33,26
34,6,7,21,,-31,25
