MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,22,10,2,,47,76
34,20,6,8,,30,66
34,18,10,6,,23,64
34,14,12,8,,21,54
34,15,9,10,,12,54
34,16,4,14,,0,52
34,15,6,13,,17,51
34,13,10,11,,-2,49
34,12,10,12,,-7,46
34,12,8,14,,-5,44
34,11,10,13,,-15,43
34,10,11,13,,-6,41
34,10,10,14,,-12,40
34,9,9,16,,-21,36
34,8,10,16,,-25,34
34,7,10,17,,-16,31
34,8,6,20,,-22,30
34,8,5,21,,-19,29
