MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,20,13,1,,36,53
34,19,9,6,,32,47
34,18,7,9,,30,43
34,15,10,9,,20,40
34,17,6,11,,11,40
34,16,7,11,,18,39
34,15,7,12,,13,37
34,12,11,11,,2,35
34,12,11,11,,0,35
34,13,9,12,,-3,35
34,9,14,11,,8,32
34,13,6,15,,6,32
34,12,8,14,,-8,32
34,10,8,16,,-19,28
34,8,9,17,,-11,25
34,6,9,19,,-46,21
34,7,6,21,,-49,20
34,3,12,19,,-40,18
