MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,19,11,4,,24,68
34,19,9,6,,32,66
34,14,13,7,,27,55
34,14,10,10,,6,52
34,13,13,8,,6,52
34,14,9,11,,8,51
34,14,8,12,,-4,50
34,11,11,12,,-1,44
34,11,11,12,,-8,44
34,11,10,13,,2,43
34,12,7,15,,-12,43
34,11,8,15,,-8,41
34,11,8,15,,-11,41
34,11,6,17,,-16,39
34,9,11,14,,-5,38
34,9,11,14,,-12,38
34,10,6,18,,-15,36
34,8,8,18,,-13,32
