MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,18,12,4,,50,48
34,18,9,7,,34,45
34,20,3,11,,21,43
34,16,10,8,,9,42
34,17,8,9,,9,42
34,18,5,11,,19,41
34,15,10,9,,10,40
34,17,3,14,,11,37
34,13,9,12,,7,35
34,12,8,14,,1,32
34,14,4,16,,-5,32
34,12,6,16,,-4,30
34,11,6,17,,-19,28
34,9,9,16,,-18,27
34,6,13,15,,-25,25
34,9,7,18,,-27,25
34,5,11,18,,-36,21
34,8,3,23,,-37,19
