MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,19,10,5,,33,48
34,18,11,5,,29,47
34,15,12,7,,17,42
34,18,5,11,,18,41
34,14,12,8,,19,40
34,14,11,9,,6,39
34,12,12,10,,6,36
34,13,9,12,,10,35
34,13,9,12,,0,35
34,11,12,11,,-1,34
34,8,15,11,,-2,31
34,12,4,18,,-10,28
34,10,8,16,,-17,28
34,10,8,16,,-21,28
34,7,13,14,,-17,27
34,8,10,16,,-7,26
34,7,10,17,,-29,24
34,5,13,16,,-34,23
