MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,26,4,4,,68,82
34,21,6,7,,43,69
34,18,12,4,,44,66
34,20,5,9,,26,65
34,19,6,9,,17,63
34,15,7,12,,0,52
34,13,10,11,,2,49
34,13,9,12,,1,48
34,13,6,15,,-1,45
34,11,8,15,,-11,41
34,12,5,17,,-17,41
34,9,12,13,,-20,39
34,11,4,19,,-21,37
34,10,6,18,,-18,36
34,9,9,16,,-18,36
34,8,7,19,,-27,31
34,6,12,16,,-31,30
34,4,8,22,,-37,20
