MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,25,4,5,,64,54
34,16,11,7,,15,43
34,15,12,7,,17,42
34,15,10,9,,13,40
34,17,5,12,,21,39
34,17,3,14,,6,37
34,14,7,13,,1,35
34,15,4,15,,4,34
34,12,10,12,,-10,34
34,12,9,13,,-1,33
34,12,7,15,,-2,31
34,11,9,14,,-18,31
34,11,8,15,,-11,30
34,10,8,16,,-6,28
34,10,8,16,,-15,28
34,9,8,17,,-16,26
34,9,7,18,,-23,25
34,9,4,21,,-39,22
