MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,20,11,3,,34,71
34,21,6,7,,28,69
34,19,6,9,,22,63
34,18,7,9,,38,61
34,14,11,9,,3,53
34,13,10,11,,11,49
34,13,10,11,,0,49
34,14,6,14,,1,48
34,12,9,13,,-5,45
34,13,5,16,,0,44
34,12,7,15,,-2,43
34,11,10,13,,-5,43
34,10,11,13,,-14,41
34,11,7,16,,-8,40
34,11,7,16,,-11,40
34,9,6,19,,-31,33
34,8,5,21,,-24,29
34,7,6,21,,-37,27
