MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,22,6,6,,51,50
34,20,8,6,,51,48
34,17,7,10,,22,41
34,18,5,11,,22,41
34,14,9,11,,17,37
34,14,8,12,,8,36
34,12,12,10,,1,36
34,12,9,13,,-11,33
34,15,2,17,,4,32
34,13,6,15,,-3,32
34,13,6,15,,-10,32
34,12,8,14,,-16,32
34,10,10,14,,-11,30
34,11,7,16,,-14,29
34,12,5,17,,-18,29
34,11,7,16,,-20,29
34,11,3,20,,-41,25
34,6,8,20,,-32,20
