MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,19,9,6,,34,47
34,18,8,8,,17,44
34,15,12,7,,32,42
34,17,4,13,,16,38
34,16,6,12,,10,38
34,15,8,11,,7,38
34,13,10,11,,11,36
34,14,7,13,,11,35
34,15,5,14,,-2,35
34,12,10,12,,-4,34
34,13,8,13,,-14,34
34,11,11,12,,16,33
34,11,11,12,,-3,33
34,12,7,15,,1,31
34,11,8,15,,-6,30
34,8,12,14,,-28,28
34,7,5,22,,-60,19
34,6,5,23,,-38,17
