MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,18,10,6,,30,46
34,16,6,12,,6,38
34,13,11,10,,15,37
34,13,11,10,,3,37
34,14,8,12,,6,36
34,13,10,11,,0,36
34,14,7,13,,5,35
34,13,8,13,,3,34
34,14,6,14,,0,34
34,15,4,15,,-15,34
34,9,14,11,,2,32
34,8,16,10,,-4,32
34,13,6,15,,-9,32
34,12,8,14,,-8,32
34,12,6,16,,-2,30
34,11,8,15,,-5,30
34,9,11,14,,-10,29
34,10,8,16,,-17,28
