MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,24,6,4,,48,78
34,17,12,5,,31,63
34,18,8,8,,27,62
34,16,9,9,,14,57
34,17,6,11,,4,57
34,15,10,9,,5,55
34,13,11,10,,1,50
34,13,10,11,,3,49
34,11,8,15,,-7,41
34,10,11,13,,-13,41
34,9,12,13,,-7,39
34,10,9,15,,-8,39
34,10,8,16,,-6,38
34,9,11,14,,-9,38
34,9,10,15,,-10,37
34,7,16,11,,-10,37
34,7,8,19,,-25,29
34,4,9,21,,-38,21
