MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,21,8,5,,46,50
34,19,6,9,,18,44
34,18,7,9,,40,43
34,18,7,9,,17,43
34,17,7,10,,26,41
34,16,9,9,,11,41
34,16,7,11,,15,39
34,17,4,13,,10,38
34,14,8,12,,10,36
34,14,6,14,,-6,34
34,14,5,15,,0,33
34,10,12,12,,-12,32
34,13,5,16,,1,31
34,12,6,16,,-18,30
34,9,7,18,,-24,25
34,8,8,18,,-29,24
34,5,6,23,,-51,16
34,2,8,24,,-54,12
