MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,21,8,5,,54,71
34,22,5,7,,39,71
34,20,6,8,,23,66
34,18,8,8,,13,62
34,17,8,9,,7,59
34,14,8,12,,8,50
34,13,11,10,,6,50
34,13,10,11,,9,49
34,12,10,12,,-1,46
34,11,10,13,,-3,43
34,10,12,12,,-5,42
34,10,6,18,,-9,36
34,10,6,18,,-13,36
34,10,5,19,,-32,35
34,9,7,18,,-21,34
34,7,12,15,,-12,33
34,7,10,17,,-36,31
34,7,8,19,,-27,29
