MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,20,10,4,,41,70
34,19,8,7,,22,65
34,17,10,7,,31,61
34,15,14,5,,27,59
34,16,9,9,,12,57
34,15,10,9,,10,55
34,13,13,8,,15,52
34,14,8,12,,6,50
34,12,11,11,,-6,47
34,12,10,12,,-7,46
34,11,9,14,,2,42
34,10,9,15,,-17,39
34,9,11,14,,-9,38
34,9,8,17,,-24,35
34,9,6,19,,-24,33
34,8,7,19,,-26,31
34,6,10,18,,-31,28
34,5,9,20,,-22,24
