MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,20,12,2,,46,52
34,23,6,5,,38,52
34,20,8,6,,33,48
34,17,10,7,,41,44
34,17,9,8,,27,43
34,14,13,7,,13,41
34,16,7,11,,16,39
34,12,7,15,,-25,31
34,11,8,15,,-12,30
34,12,5,17,,-9,29
34,10,9,15,,-23,29
34,12,4,18,,1,28
34,8,12,14,,-6,28
34,11,6,17,,-26,28
34,8,11,15,,-23,27
34,8,6,20,,-20,22
34,7,7,20,,-47,21
34,5,10,19,,-24,20
