MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,22,9,3,,35,75
34,21,7,6,,42,70
34,21,5,8,,23,68
34,16,13,5,,16,61
34,14,10,10,,15,52
34,12,12,10,,4,48
34,11,13,10,,3,46
34,12,8,14,,-2,44
34,9,16,9,,-2,43
34,10,12,12,,-8,42
34,9,11,14,,-1,38
34,7,17,10,,-4,38
34,10,7,17,,-15,37
34,9,9,16,,-9,36
34,7,13,14,,-22,34
34,8,9,17,,-24,33
34,7,9,18,,-22,30
34,5,12,17,,-29,27
