MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,19,10,5,,27,48
34,18,9,7,,33,45
34,14,14,6,,17,42
34,15,10,9,,23,40
34,16,8,10,,22,40
34,14,10,10,,13,38
34,13,11,10,,7,37
34,11,13,10,,1,35
34,9,17,8,,-5,35
34,10,14,10,,-11,34
34,9,15,10,,-9,33
34,11,10,13,,-9,32
34,8,15,11,,-6,31
34,9,11,14,,-2,29
34,10,9,15,,-14,29
34,6,15,13,,-20,27
34,5,13,16,,-20,23
34,3,8,23,,-47,14
