MatchesM,WonW,DrawD,LostL,GoalsG,+/-,PointsP
34,19,12,3,,41,50
34,18,9,7,,28,45
34,18,8,8,,23,44
34,17,9,8,,24,43
34,16,7,11,,9,39
34,12,14,8,,1,38
34,12,13,9,,16,37
34,10,14,10,,1,34
34,10,13,11,,3,33
34,9,14,11,,-1,32
34,12,8,14,,-3,32
34,10,11,13,,-9,31
34,10,11,13,,-10,31
34,8,10,16,,-18,26
34,9,8,17,,-20,26
34,8,10,16,,-23,26
34,10,6,18,,-27,26
34,4,11,19,,-35,19
