Position,Club,Played Pl,Won W,Drawn D,Lost L,GF,GA,GD,Points Pts,Form,More,Unnamed: 12
6 Previous Position 6,Everton EVE,38,16,15,7,55,40,15,63,L Saturday 20 April 2013 SUN 1-0 EVE W Saturday 27 April 2013 EVE 1-0 FUL D Sunday 5 May 2013 LIV 0-0 EVE W Sunday 12 May 2013 EVE 2-0 WHU L Sunday 19 May 2013 CHE 2-1 EVE,,
Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page,Everton label.latestresult: Sunday 19 May 2013 CHE 2-1 EVE Visit Club Page
7 Previous Position 7,Liverpool LIV,38,16,13,9,71,43,28,61,D Sunday 21 April 2013 LIV 2-2 CHE W Saturday 27 April 2013 NEW 0-6 LIV D Sunday 5 May 2013 LIV 0-0 EVE W Sunday 12 May 2013 FUL 1-3 LIV W Sunday 19 May 2013 LIV 1-0 QPR,,
Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page,Liverpool label.latestresult: Sunday 19 May 2013 LIV 1-0 QPR Visit Club Page
8 Previous Position 8,West Bromwich Albion WBA,38,14,7,17,53,57,-4,49,W Saturday 27 April 2013 SOU 0-3 WBA L Saturday 4 May 2013 WBA 2-3 WIG L Tuesday 7 May 2013 MCI 1-0 WBA L Sunday 12 May 2013 NOR 4-0 WBA D Sunday 19 May 2013 WBA 5-5 MUN,,
West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page,West Bromwich Albion label.latestresult: Sunday 19 May 2013 WBA 5-5 MUN Visit Club Page
9 Previous Position 9,Swansea City SWA,38,11,13,14,47,51,-4,46,L Sunday 28 April 2013 CHE 2-0 SWA D Saturday 4 May 2013 SWA 0-0 MCI W Tuesday 7 May 2013 WIG 2-3 SWA L Sunday 12 May 2013 MUN 2-1 SWA L Sunday 19 May 2013 SWA 0-3 FUL,,
Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Swansea City label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page
10 Previous Position 10,West Ham United WHU,38,12,10,16,45,53,-8,46,W Saturday 20 April 2013 WHU 2-0 WIG L Saturday 27 April 2013 MCI 2-1 WHU D Saturday 4 May 2013 WHU 0-0 NEW L Sunday 12 May 2013 EVE 2-0 WHU W Sunday 19 May 2013 WHU 4-2 RDG,,
West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,West Ham United label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page
11 Previous Position 12,Norwich City NOR,38,10,14,14,41,58,-17,44,W Saturday 20 April 2013 NOR 2-1 RDG L Saturday 27 April 2013 STK 1-0 NOR L Saturday 4 May 2013 NOR 1-2 AVL W Sunday 12 May 2013 NOR 4-0 WBA W Sunday 19 May 2013 MCI 2-3 NOR,,
Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page,Norwich City label.latestresult: Sunday 19 May 2013 MCI 2-3 NOR Visit Club Page
12 Previous Position 15,Fulham FUL,38,11,10,17,50,60,-10,43,L Saturday 20 April 2013 FUL 0-1 ARS L Saturday 27 April 2013 EVE 1-0 FUL L Saturday 4 May 2013 FUL 2-4 RDG L Sunday 12 May 2013 FUL 1-3 LIV W Sunday 19 May 2013 SWA 0-3 FUL,,
Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page,Fulham label.latestresult: Sunday 19 May 2013 SWA 0-3 FUL Visit Club Page
13 Previous Position 11,Stoke City STK,38,9,15,14,34,45,-11,42,W Saturday 20 April 2013 QPR 0-2 STK W Saturday 27 April 2013 STK 1-0 NOR D Monday 6 May 2013 SUN 1-1 STK L Sunday 12 May 2013 STK 1-2 TOT D Sunday 19 May 2013 SOU 1-1 STK,,
Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Stoke City label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page
14 Previous Position 14,Southampton SOU,38,9,14,15,49,60,-11,41,D Saturday 20 April 2013 SWA 0-0 SOU L Saturday 27 April 2013 SOU 0-3 WBA L Saturday 4 May 2013 TOT 1-0 SOU D Sunday 12 May 2013 SUN 1-1 SOU D Sunday 19 May 2013 SOU 1-1 STK,,
Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page,Southampton label.latestresult: Sunday 19 May 2013 SOU 1-1 STK Visit Club Page
15 Previous Position 16,Aston Villa AVL,38,10,11,17,47,69,-22,41,L Monday 22 April 2013 MUN 3-0 AVL W Monday 29 April 2013 AVL 6-1 SUN W Saturday 4 May 2013 NOR 1-2 AVL L Saturday 11 May 2013 AVL 1-2 CHE D Sunday 19 May 2013 WIG 2-2 AVL,,
Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Aston Villa label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page
16 Previous Position 13,Newcastle United NEW,38,11,8,19,45,68,-23,41,D Saturday 20 April 2013 WBA 1-1 NEW L Saturday 27 April 2013 NEW 0-6 LIV D Saturday 4 May 2013 WHU 0-0 NEW W Sunday 12 May 2013 QPR 1-2 NEW L Sunday 19 May 2013 NEW 0-1 ARS,,
Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 19 May 2013 NEW 0-1 ARS Visit Club Page
17 Previous Position 17,Sunderland SUN,38,9,12,17,41,54,-13,39,W Saturday 20 April 2013 SUN 1-0 EVE L Monday 29 April 2013 AVL 6-1 SUN D Monday 6 May 2013 SUN 1-1 STK D Sunday 12 May 2013 SUN 1-1 SOU L Sunday 19 May 2013 TOT 1-0 SUN,,
Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page,Sunderland label.latestresult: Sunday 19 May 2013 TOT 1-0 SUN Visit Club Page
18 Previous Position 18,Wigan Athletic WIG,38,9,9,20,47,73,-26,36,D Saturday 27 April 2013 WIG 2-2 TOT W Saturday 4 May 2013 WBA 2-3 WIG L Tuesday 7 May 2013 WIG 2-3 SWA L Tuesday 14 May 2013 ARS 4-1 WIG D Sunday 19 May 2013 WIG 2-2 AVL,,
Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page,Wigan Athletic label.latestresult: Sunday 19 May 2013 WIG 2-2 AVL Visit Club Page
19 Previous Position 19,Reading RDG,38,6,10,22,43,73,-30,28,L Saturday 20 April 2013 NOR 2-1 RDG D Sunday 28 April 2013 RDG 0-0 QPR W Saturday 4 May 2013 FUL 2-4 RDG L Tuesday 14 May 2013 RDG 0-2 MCI L Sunday 19 May 2013 WHU 4-2 RDG,,
Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page,Reading label.latestresult: Sunday 19 May 2013 WHU 4-2 RDG Visit Club Page
20 Previous Position 20,Queens Park Rangers QPR,38,4,13,21,30,60,-30,25,L Saturday 20 April 2013 QPR 0-2 STK D Sunday 28 April 2013 RDG 0-0 QPR L Saturday 4 May 2013 QPR 0-1 ARS L Sunday 12 May 2013 QPR 1-2 NEW L Sunday 19 May 2013 LIV 1-0 QPR,,
